"","FIPS2","business_id","stars","land_area","Population"
"6281","040131105012","pb8SR4ZH-eaj5EnWeJQrsA",3,385146,1756
"6282","040131105012","wIHOvreNKWa2_vhM2dyjug",3,385146,1756
"6283","040131105012","AhjSzNFGdJZG5J0oF2Voag",5,385146,1756
"6284","040131105012","WO8I1ab_MLQ-4M1wIEzTag",4.5,385146,1756
"6285","040131105012","BL4ecdpfysAkmSF8z6gDzA",4,385146,1756
"6286","040131105012","dxNWxLzBAoFV4MdtztCUFg",3,385146,1756
"6287","040131105012","r-8wS4RTfRJtWM0DvdaCtQ",3.5,385146,1756
"6288","040131105012","UFC4jwI-Cc8Gyg_nHnW-xQ",4,385146,1756
"6289","040131105012","H2HHgwgZvBsDM0Tm69-vzQ",4,385146,1756
"6290","040131105012","vxC3YTLOeGJwrnHcep63FQ",2.5,385146,1756
"6291","040131105012","opikDGSxDcfZwYWbk7dKtw",3.5,385146,1756
"6292","040131105012","#NAME?",4,385146,1756
"6293","040131105012","ajb6Smy-nCIg4-87TkIxxg",5,385146,1756
"6294","040131105012","Q_FlulKVnMAFlZ5Kj8pPCQ",4.5,385146,1756
"6295","040131105012","Vm-3z5OZ3acJvuWG4V1KyA",4,385146,1756
"6296","040131105012","7miIV1zxMIn4_rJLPZCpZg",3.5,385146,1756
"6297","040131105012","y2JQM4ptGJmAhPhafclUsw",2.5,385146,1756
"6298","040131105012","tvyOw9dBJ-ds5fEXMTjzfQ",3,385146,1756
"6299","040131105012","8ZwO9VuLDWJOXmtAdc7LXQ",3.5,385146,1756
"6300","040131105012","7DADQydfAe25ZW0k3rSnpQ",3.5,385146,1756
"6301","040131105013","MUT6gWy0NtuV2IioiYUWFg",4,698249,671
"6302","040131105013","1e6koVqVcTzk9T79XH23rw",5,698249,671
"6303","040131105013","WPSM_oTPceoSnwqQWfAsdg",3.5,698249,671
"6304","040131105013","4meJyPOhuAKzywUJTmu2hw",3,698249,671
"6305","040131105013","tWNbUSHLpUXmsrz7HRIzIQ",3.5,698249,671
"6306","040131105013","snE3ZuXhcHgAVt3xTUGgzQ",4,698249,671
"6307","040131105013","Z7XN0NQH-5uERDzWt7UY6w",1.5,698249,671
"6308","040131105013","a5N-FJqNPOmhoTV5JkQrww",4.5,698249,671
"6309","040131105013","S4HV6A8DrN0XPR2pOhVtWA",2,698249,671
"6310","040131105013","rpsIhcTPlSZBSm5JfWmcFQ",3.5,698249,671
"6311","040131105013","oXUceqbZEAKclrIXE-erYw",3,698249,671
"6312","040131105013","vJfuZZN4wixWwEp3uXP4XA",5,698249,671
"6313","040131105013","_PdtvuRz3ZbqwlSu4FFliw",4,698249,671
"6314","040131105013","VixCE13NvGKTQJdjfvQ6lw",4,698249,671
"6315","040131105013","fZBCZu_g5XuqnOnOU_Z20A",2,698249,671
"6316","040131105013","9quEu_e1r36ck3I-TuyFMQ",4,698249,671
"6317","040131105013","9mQj65SmYj2pcehH339aEw",3.5,698249,671
"6318","040131105013","6TIaz7MG6qjX6ZaQe9cG2w",4.5,698249,671
"6319","040131105013","ScyfvAMHwnYYCGYz8lhj-w",4.5,698249,671
"6320","040131105013","6vYamTrBku9xURhqxKyw0g",3.5,698249,671
"6321","040131105013","9UO40OsPTdXDl_hR2obOzg",4,698249,671
"6322","040131105013","IRxBQfA7FdHhzrPjtBxuuw",3.5,698249,671
"6323","040131105013","vE0-p6JOWQAzp3TAO2Ef6w",4,698249,671
"6324","040131105013","VZYMInkjRJVHwXVFqeoMWg",3.5,698249,671
"6325","040131105013","cVejKU_SrdbvzIbQ4oPV0A",4,698249,671
"6326","040131105013","AfD8WHzRVQ5FEh-i7LbmCQ",3.5,698249,671
"6327","040131105013","XNUP4pbOL8oj34wWDPVu5A",3.5,698249,671
"6328","040131105013","4_lKiPzdGbYC6RWKDthaEQ",4,698249,671
"6329","040131105013","vnatQJnu2p50MB3pYDvS0g",2.5,698249,671
"6330","040131105021","8860WNIW_oiLU6XZkGgklg",2.5,656778,1214
"6331","040131105021","c_azia4dh9JsKjPo28Ecfw",2.5,656778,1214
"6332","040131105021","3P0HA0T93pGTOCqB0OqxUg",2.5,656778,1214
"6333","040131105021","WCGU5Xn01lfNJG_LvEltzw",3.5,656778,1214
"6334","040131105021","gf3hwItAL3ssLLa1rh8QIg",4,656778,1214
"6335","040131105021","beOfWs3b1SrPORBit9Lu_g",4.5,656778,1214
"6336","040131105021","xeJc9ZyVHfEz7tDoUjdBIw",2.5,656778,1214
"6337","040131105021","gzD6LTUe5x9AcO9Y-0Yq6Q",5,656778,1214
"6338","040131105021","N-JfaAr4hRdjE5vV0i1dxw",2.5,656778,1214
"6339","040131105021","GTvzXkfls-3yy2TduIXgDQ",5,656778,1214
"6340","040131105021","jzPMl-NoB5F2fwoHX3hN8A",3,656778,1214
"6341","040131105021","EWMwV5V9BxNs_U6nNVMeqw",4,656778,1214
"6342","040131105021","V5QdxePG-pGPXVPHSLLM9A",4,656778,1214
"6343","040131105021","LZ4h8s3_K2gjbKxi38SarQ",3,656778,1214
"6344","040131105021","INAZN7Ymyzmm7PTpB7kHeA",4,656778,1214
"6345","040131105021","LbLVO7yqAJGEQ1nK6rEvHA",3.5,656778,1214
"6346","040131105021","g4Eit1EeeEGhTVik6AWYsA",1.5,656778,1214
"6347","040131105021","LQQqKGkTnzFPqpCmeNJS7Q",3.5,656778,1214
"6348","040131105021","hKB8OTUVIYLlDVWqFg8lnw",2.5,656778,1214
"6349","040131105021","leFRt1SBYL4ZHalLLTlbsQ",2.5,656778,1214
"6350","040131105021","N3YX1T9R2KBjSMBfuONQHw",4,656778,1214
"6351","040131105021","3NsfdaGfkhQbRrjjoYhTew",3,656778,1214
"6352","040131105022","MimD2VMoyBoEbFXM4j4C_Q",3,653339,1105
"6353","040131105022","86aGyaoKrEHJzNC31qlalg",5,653339,1105
"6354","040131105022","c3BCBElZ1C1gIJFQg6Hu1w",3,653339,1105
"6355","040131105022","xlGCjZ2OMyR8VrJBu-VsGg",4,653339,1105
"6356","040131105022","HX5e74VqnHb7_5-QI2kkqA",4,653339,1105
"6357","040131105022","XyHJTg5zGDh5ckwJxahQ-g",5,653339,1105
"6358","040131105022","HcPHNMjlkbg-RlMMRRPDjA",5,653339,1105
"6359","040131105022","MmK_9sInYq0BS2SYPbJmDQ",3.5,653339,1105
"6360","040131105022","Mbh2RH0MGCmDpp9ulvdxaw",4,653339,1105
"6361","040131105022","JB9zRTOKSS1ApkF1T7_khw",3,653339,1105
"6362","040131105022","-3WVw1TNQbPBzaKCaQQ1AQ",4,653339,1105
"6363","040131105022","I4L_MJOZsnux3xCU2bLP8Q",3.5,653339,1105
"6364","040131105022","urBWfXQjyyWIO5B7FvnOpg",4,653339,1105
"6365","040131105022","Ou5Moz82ivJ6-UUsNuy1Wg",2.5,653339,1105
"6366","040131105022","7Jmri1RCl9Ksmpi5EoIOZQ",3.5,653339,1105
"6367","040131105022","EjfPCVuJefSa5EJptKw5Dw",4,653339,1105
"6368","040131105022","tWV9UBMe_DOW4Izag8UMaw",4.5,653339,1105
"6369","040131105022","bCkHAoryCDSDFbOeihkgUQ",3,653339,1105
"6370","040131105022","2BcNZqbEY9x3F2hcs5GUhg",5,653339,1105
"6371","040131105022","SyiOxaTjPxEHkYviF0ka0A",4.5,653339,1105
"6372","040131105022","cQrDRErbvkhtz7Xbmuz0Gw",4,653339,1105
"6373","040131106001","XRBTHOXaJK_AJ2wy5mX_1A",5,213891,868
"6374","040131106001","2rCL1WDUg1bZ5jqsK3DDMg",4.5,213891,868
"6375","040131106002","uKNp1tdMEibbriPE9bhZKg",4.5,653294,1516
"6376","040131106002","HiCHaM4DR-ibKWGB4_8igg",5,653294,1516
"6377","040131106002","omUssnJCKySc2H4201p3tA",3.5,653294,1516
"6378","040131106002","7P3ECWrdSepztN5A3boTmg",4,653294,1516
"6379","040131106002","lF1xl8uiYRSLCibhb31sew",4,653294,1516
"6380","040131106002","wrmZqOF6YAE6Dw-QWAoMLQ",2.5,653294,1516
"6381","040131106002","lvpXyfTDF5WZnjzc36r5Wg",4,653294,1516
"6382","040131106003","nbO0X6SNrZWOoDQS3WQCPw",4,438939,929
"6383","040131106003","JZJqJadk9pSoCGT7VTwBvg",4,438939,929
"6384","040131106003","od49_DFUJY9louGx80My-A",2.5,438939,929
"6385","040131106003","3ZVG1MSRuvheqZ4gOioQVw",3,438939,929
"6386","040131106003","GwWTQnasxRfi8hTpC7UMEw",4,438939,929
"6387","040131106003","Fb-fswktjPKZxkOSiikggg",4.5,438939,929
"6388","040131106003","sOvmVhQqKqJus67S10jw0g",4,438939,929
"6389","040131106003","Yl4wqDhNB-5TNURwQXoCFQ",2.5,438939,929
"6390","040131106003","K4yExVqUtW2sRE4grXU8Zw",4,438939,929
"6391","040131106003","1dAObAOdX-yRrvx2MxabjA",4,438939,929
"6392","040131106003","6TttDgiAjDsGue6tNBKtcQ",4.5,438939,929
"6393","040131106004","IT65TI-FZ-aTeRybXRoOrg",4,1293246,1568
"6394","040131106004","uP1dM7npD7yWwU746BXHTw",4.5,1293246,1568
"6395","040131106004","T5jyDe3MVb_4quR9qnoUcg",4,1293246,1568
"6396","040131106004","JX-q6kCF2J4eBPTs1JrkFQ",3,1293246,1568
"6397","040131106004","lneCKBqC5qPphrbFGcaI3A",4,1293246,1568
"6398","040131106004","o1W6gwCqnJqvdCenLWz5GA",4,1293246,1568
"6399","040131106004","lXEJZjvwgSM3i6-HWpPwDA",4,1293246,1568
"6400","040131106004","HwizZ6pGOfjHM8ypWfPXVg",4.5,1293246,1568
"6401","040131106004","sQm-k5-ZIYZdJR8GPJ-ffA",4,1293246,1568
"6402","040131106004","TVsnQld_z5eHDMnkH9s7bw",2,1293246,1568
"6403","040131106004","BDpPD2zrYX-1k-LQiz7f5g",1.5,1293246,1568
"6404","040131106004","NQYmoIHO5llXUlkVCgPglA",2,1293246,1568
"6405","040131106004","8mNg1i5vb3FL_Ud5-SflCA",4.5,1293246,1568
"6406","040131106004","1KPA2OodghKmPd488FNJTQ",2.5,1293246,1568
"6407","040131106004","uMKIa5yCYZBSP96wybh4Fg",4.5,1293246,1568
"6408","040131106004","VfIlP3runJ9VDVsfhnI6Lg",2.5,1293246,1568
"6409","040131106004","IPsG_71MD8pwB9i3TKOJYg",4.5,1293246,1568
"6410","040131106004","kwmbV7MLjNVnwjVGSzCndQ",4,1293246,1568
"6411","040131106004","utb1UCEFRGTY5oJaAF9uEQ",5,1293246,1568
"6412","040131106004","DeAnVirgOxQnI36V1W158A",4,1293246,1568
"6413","040131107011","LkVnmNpOPrThbsj_vKKz_g",4.5,169109,1055
"6414","040131107011","dqJrh--xGo1EJDjQD6YZgQ",3.5,169109,1055
"6415","040131107012","ECHH_ULCOFTQow72dJHSvA",4,642328,1515
"6416","040131107012","Tx1ffwjT8X9dCRbXFmau-A",5,642328,1515
"6417","040131107012","1YYy56iVwF60VeAeqKrFNw",3.5,642328,1515
"6418","040131107012","gtVQ_gwug7QQ4MW72T4jxA",3.5,642328,1515
"6419","040131107012","byNyDMlRwpWD1GAil5QXjA",5,642328,1515
"6420","040131107012","xsRQtZ94Gp7d5vdEkM5ZBA",3.5,642328,1515
"6421","040131107012","Guw0j717cVbVLYfn3sK1RQ",5,642328,1515
"6422","040131107012","o2vKya6WSNcMNTxAcJsF1g",3.5,642328,1515
"6423","040131107012","GrUh2Jo6sL3wllrtZY4zmg",2,642328,1515
"6424","040131107012","2ANYjScomY8s4JHnjxLwmA",4.5,642328,1515
"6425","040131107021","syxUZu1GrJv0LYnV38hMug",3.5,1127329,2012
"6426","040131107021","n7snytnuDnAWmGb60YUl7g",4,1127329,2012
"6427","040131107021","6cy2C9aBXUwkrh4bY1DApw",4,1127329,2012
"6428","040131107021","Ddsln32r-uA7hq_0ksaNZA",3,1127329,2012
"6429","040131107021","gStuDV22kE0EJlse2iQGTw",4,1127329,2012
"6430","040131107021","HNXcjXTz_Ogsdpm0Kikhrg",3.5,1127329,2012
"6431","040131107021","Abiw2tEM1GAWuMeJxGdFlw",4,1127329,2012
"6432","040131107021","noIKkyFkt80L27P3kPrB4w",5,1127329,2012
"6433","040131107021","PuHucejs4LG3hSXnrwi9-g",4,1127329,2012
"6434","040131107021","NS94bxSUYmO1NmorHPAHFQ",4.5,1127329,2012
"6435","040131107021","iyRuzvG0JrqGfaP5V1wvzw",3.5,1127329,2012
"6436","040131107021","mBCVSoOlTZp-VfI3jkCSCw",2,1127329,2012
"6437","040131107021","fZWVI2Bjk6wJoRUB0s4Pzg",3.5,1127329,2012
"6438","040131107021","D5xdl1REXFeix3y1u-nXLw",3.5,1127329,2012
"6439","040131107021","WjtJAtp19nA61b8LT9uLrA",4,1127329,2012
"6440","040131107021","_yPLHvbeRcFazrUusCNHKA",5,1127329,2012
"6441","040131107021","hBk6L5mFMpI3RrbfRKBbpA",5,1127329,2012
"6442","040131107021","JnCtEM8rrPcg6ME_ivcLBA",4.5,1127329,2012
"6443","040131107021","eHC_xNrT1SkJyC2oncJlhw",4,1127329,2012
"6444","040131107021","aZe9f7korrhFTNMPxVbMXA",3,1127329,2012
"6445","040131107021","PNQ7JyMNfC0jDA0-a4ypnA",4,1127329,2012
"6446","040131107021","uiLRtEanRHD9hMldvnxoyA",4,1127329,2012
"6447","040131107021","m6vwfpZSuAdsArtbVZ4-NQ",5,1127329,2012
"6448","040131107021","7A792nNUEhTfE26q1X_2tQ",3,1127329,2012
"6449","040131107021","jFfrM1y-L1icUZXjBpxmeg",4.5,1127329,2012
"6450","040131107021","saON8-nDZi5W64u1xGtmPA",4,1127329,2012
"6451","040131107021","Kg2RgeF6l6gEem8XhTx5kQ",3.5,1127329,2012
"6452","040131107021","3jBkt2zeO1t0mUUBJMzTJg",2.5,1127329,2012
"6453","040131107021","JZUsDqSUwf7p3rJyIIHkbg",4.5,1127329,2012
"6454","040131107021","KGbhJQVphOg-e_CODtKrIQ",3.5,1127329,2012
"6455","040131107021","GMBvzlG0DWKwkYroDsdrwg",5,1127329,2012
"6456","040131107022","Lw0Y13fAlemyMHD5i_qcZg",2,650897,1821
"6457","040131107022","ycLQpVX4fBUzaOED6P1mIw",5,650897,1821
"6458","040131107022","C6oCdg9wVaS81Re0WfBJzw",4,650897,1821
"6459","040131107022","1XyYZhshn0NgFDZ3fvxxWA",2.5,650897,1821
"6460","040131107022","kLG4KMBof8CsTsR-jRDPqg",4,650897,1821
"6461","040131107022","RjmTpDoZEpjip-fN1wdfpw",4,650897,1821
"6462","040131107022","rRM29N6qadk2QSqhVFvPwQ",2,650897,1821
"6463","040131107022","vWarXq3TvUxj-gxES7cecw",4,650897,1821
"6464","040131107022","NVqLUZ7Vb9B_0RJm_BS64g",3.5,650897,1821
"6465","040131107022","wxPOlYC155x-RLfk1kVdfw",4,650897,1821
"6466","040131107022","AkMcOAa19PBc60ErzH_prw",3,650897,1821
"6467","040131107022","ODWjK1X9DB07NPFQqgVevw",5,650897,1821
"6468","040131107022","Wns0UP_28xk6uZ-b6LrMnQ",2,650897,1821
"6469","040131107022","bxpzP73A7gauvxFEyd_8xA",3.5,650897,1821
"6470","040131107022","plSOOdrHxoRV_tD7uGkSoA",3.5,650897,1821
"6471","040131108011","VBTYHgZzGlDkoLaEScSK5g",5,646829,2159
"6472","040131108011","iSr13ZE7NKFvwfhbMzgK3g",3.5,646829,2159
"6473","040131108011","#NAME?",4.5,646829,2159
"6474","040131108011","SaStkl2wAsvwzT1AjjG4tQ",4,646829,2159
"6475","040131108011","Edj0quZE5k1WcAtf883j6w",4,646829,2159
"6476","040131108011","sBgB9OLYOOewtw2RdHitzQ",5,646829,2159
"6477","040131108011","6i-sOdjZ_qEWX-3OI_9Zcg",4.5,646829,2159
"6478","040131108011","ZtCWak1Q65PiIvrRmo_zPg",3,646829,2159
"6479","040131108011","c2ToaDuCGS9ofMW4um-GBA",2,646829,2159
"6480","040131108011","BXEynidJI3VSgjkuIFgZQg",4.5,646829,2159
"6481","040131108011","8Sg9zTcQhFWC2MW3jUQhwA",3.5,646829,2159
"6482","040131108011","2Zg1CXjY0MWZrC8G2alpag",4,646829,2159
"6483","040131108011","2Q0gSkyq__e7DcjWaPnepg",5,646829,2159
"6484","040131108011","nwQhAfMjyCjPzzXaF7yg4A",2,646829,2159
"6485","040131108011","_4_84uCAFDI2VHHEQz5f2g",4,646829,2159
"6486","040131108011","yVqOKuUTsHTFbLe0YbJvLw",2.5,646829,2159
"6487","040131108012","xsyIKrKNsmcOMsBipNlO5A",4,324256,1715
"6488","040131108012","EdPa3d82Dq_za2Wf7Dtysw",4.5,324256,1715
"6489","040131108012","XAaXT0e70-USVYVKcnljsg",4.5,324256,1715
"6490","040131108013","tTOWEYkyIZdwVEoXDmpm2w",4,325570,1132
"6491","040131108013","gCaccP5CxQn-j2KCNbD4gg",4,325570,1132
"6492","040131108013","ZDlA4SPGz-fs_mjE6wVWnQ",4.5,325570,1132
"6493","040131108013","qjXtirU34PdTjPVbup8cTw",3,325570,1132
"6494","040131108013","WzhHlaEyaHE4KIFfcqC_9g",3,325570,1132
"6495","040131108013","T47d4uqU247rtDHIn1d9yQ",5,325570,1132
"6496","040131108013","jQYclrZecFvGquye__yFjQ",3.5,325570,1132
"6497","040131108013","Q1Dt-ARdcGIynClRpDzvZw",5,325570,1132
"6498","040131108013","FKUResyfat8sK9VqEE6TyA",3.5,325570,1132
"6499","040131108013","542yzNlAhZK9qk6Ibqd06w",3,325570,1132
"6500","040131108013","9vZ2G7kW_8APo3snijBNaA",3.5,325570,1132
"6501","040131108013","WtTF0_KzCunQpRoojbF5ww",4.5,325570,1132
"6502","040131108013","VWcaFOSFcDwmFquycBzFyQ",3,325570,1132
"6503","040131108013","4QigcZn2BMfmfe66Tqui1A",3,325570,1132
"6504","040131108013","FQGsjrLiSlUtMboN1dxDVw",4.5,325570,1132
"6505","040131108013","As7RemQnYJskIBPWUh3MIg",3.5,325570,1132
"6506","040131108021","DwgmhTKMTLYtUQI4wU5u1A",4,494683,1075
"6507","040131108021","u0zjW7rluJgUeQTnaZnkJQ",2,494683,1075
"6508","040131108021","rO1BrNjNKcbPlyAdhjGTiw",2.5,494683,1075
"6509","040131108021","ZOstgnI-yRBdYxAg6XNKkg",4,494683,1075
"6510","040131108021","AhAU7Adweja-ouE9rGNPdQ",3.5,494683,1075
"6511","040131108021","OveJgGrAts9Hak0-JQQt-w",2,494683,1075
"6512","040131108021","tJS-JB23Z5kpKpoxsPcYEw",4.5,494683,1075
"6513","040131108022","8AJmrzlFKpjsk5O8LHm2PA",4.5,811974,1240
"6514","040131108022","k2VWmgtAOT1kMHUWrYhrAw",4.5,811974,1240
"6515","040131108022","vvA3fbps4F9nGlAEYKk_sA",4,811974,1240
"6516","040131108022","e1OD-zIxBjJXPlnYQvhdpw",4.5,811974,1240
"6517","040131108022","qq2rEWdjI-DQNsFrlLua7Q",5,811974,1240
"6518","040131108022","3N3p2ty2803UH7JRJvzjhQ",2.5,811974,1240
"6519","040131108022","BT2Vls7h6sWrCKa5gGXbKg",3,811974,1240
"6520","040131108022","sSiTG5DvIXRxFUiCo9H9DQ",4.5,811974,1240
"6521","040131108022","VQAL0hpGZVDgFuTU_x3N9w",3,811974,1240
"6522","040131108022","o3TruOSgOwNgx08QosuWTw",3.5,811974,1240
"6523","040131108022","SkiQh32UtfsRBj_l7cGwOQ",4,811974,1240
"6524","040131108022","8VM414rLjR82lYiPOCZkbw",5,811974,1240
"6525","040131108022","it7e85D0cwN2W2M1BVKHUA",3.5,811974,1240
"6526","040131108022","6_QjplxfPda-CxP_hAWj9g",3.5,811974,1240
"6527","040131108022","r2xXPthqABuxAmKfzyPN3g",5,811974,1240
"6528","040131108022","vv1uvJRBUqi707TA5GuhCg",4.5,811974,1240
"6529","040131109011","x1I4IU66_xJfvtrwC7riIQ",4.5,664425,994
"6530","040131109011","Hd41eA04_N5BAWpv3iG57g",3.5,664425,994
"6531","040131109011","aAXad4pGQgDdBY5sj1HfRQ",4,664425,994
"6532","040131109011","_JKEitIupue1BJi1Luwz_w",3.5,664425,994
"6533","040131109011","Jp8Tz0_OK3T71eYPmC2qww",5,664425,994
"6534","040131109011","_ODHYjCmrb3W9hIGJI1uaA",3.5,664425,994
"6535","040131109011","erFGE9ZlnVQ7Hz1cido6eQ",2.5,664425,994
"6536","040131109011","nFAyt4qwNTVftxMKYpob7Q",5,664425,994
"6537","040131109011","mVw-xowBq-SVmYdz4_PGuA",3.5,664425,994
"6538","040131109011","T594DwRi8k0gwmpKuhPs4w",4.5,664425,994
"6539","040131109011","MGLP27pkD6w1FXb7iZ2utQ",5,664425,994
"6540","040131109011","hLAWdi804nVfTLF7T0rB1Q",4,664425,994
"6541","040131109011","m9Wqqma30o-hH2fAX7dnug",4,664425,994
"6542","040131109012","WOcf7AiIRL_wkYAnEF-vcw",4,663783,2081
"6543","040131109012","eXALA0wNH2LdwpUlGvWsKw",2.5,663783,2081
"6544","040131109012","GHY7UYRnMhZnQ1FSIH20wg",3,663783,2081
"6545","040131109012","b-IWZuVd3f0GcbtetwG5WA",4,663783,2081
"6546","040131109012","MVQCklTeI9wYVvGxx-wF3w",2.5,663783,2081
"6547","040131109012","8NoAiZz7Cv0NO57pbpT05w",3.5,663783,2081
"6548","040131109012","7SoGPn8dvce7A1aHdBOGLA",4.5,663783,2081
"6549","040131109012","5fWOxo5CxpHoaCJD97QE4g",4.5,663783,2081
"6550","040131109012","fuoUja6AXOaOikyLaKOrNw",3.5,663783,2081
"6551","040131109012","sMD2HPNh7m0hgCxHDzGTzQ",2,663783,2081
"6552","040131109012","QplY4p8HHJY0ncbgcpb8WQ",1.5,663783,2081
"6553","040131109012","Kau5iJl6VR-TJ20YGrL7MQ",2.5,663783,2081
"6554","040131109012","MIKf5qvfY7hBLGQ_8Ml8tg",4.5,663783,2081
"6555","040131109021","RIeWXLMHZQlYprYt1x2f1w",3.5,513364,2349
"6556","040131109021","jHte0SjUldZeDDZ5py0ZhA",2.5,513364,2349
"6557","040131109021","Q_ntUL08gNFpCHhJALwQFA",2,513364,2349
"6558","040131109021","uevPN8zwJpBpnxRur1jUhw",4,513364,2349
"6559","040131109022","rXokveEDu3PEtmd_-_4IIQ",4,808368,1955
"6560","040131109022","e_kbfiEZ87L-ZryMZxvJkA",4,808368,1955
"6561","040131109022","cF_7182bPdS0ku9wn0Ww4w",4,808368,1955
"6562","040131109022","9ryGi1IxglgxuZEmfDQfAg",3.5,808368,1955
"6563","040131109022","oE6iNXWpo9XxAWm-CGvcww",4.5,808368,1955
"6564","040131109022","Hi1eTIyZ9QA3RATHrVVl7g",4.5,808368,1955
"6565","040131109022","gmgjDbUvS70LnTxcO_tggA",3.5,808368,1955
"6566","040131109022","i8X14GDzaYD_TOGeWjmv-A",4,808368,1955
"6567","040131109022","OovMUso3GHEuvwDObeHy0Q",4,808368,1955
"6568","040131109022","FpnLEpRLtDvcJvmz2N1UdA",3.5,808368,1955
"6569","040131109022","78LKm6R1xvFDvZJQY8O15Q",5,808368,1955
"6570","040131109022","fhqdlwLbO4ec_vavw-ke1A",4,808368,1955
"6571","040131109022","gUt1OMval0UORqUCZomPjA",3.5,808368,1955
"6572","040131109022","ET9F32B8mz3q8lNmtDMlcQ",3.5,808368,1955
"6573","040131109022","N9FQ5Yzv0mSywcfbhete1A",3.5,808368,1955
"6574","040131109022","0tHI0-PzdFW7b9z1AJ64HQ",3.5,808368,1955
"6575","040131109022","5Fcq_t6nGEaMgCcNJfx82A",2,808368,1955
"6576","040131109022","HGSt8mHvzj041U24KuVYmg",3,808368,1955
"6577","040131109022","mFBjAnFP6KveW-Wqc9FayQ",3.5,808368,1955
"6578","040131109022","k8JnZBspVOI8kLcQek-Chw",4,808368,1955
"6579","040131109022","T03ew3k5i1dv-422E-dXdA",4.5,808368,1955
"6580","040131109022","Nuz0J1hSnIRgwExok1L3Pg",3.5,808368,1955
"6581","040131109022","wct7rZKyZqZftzmAU-vhWQ",3.5,808368,1955
"6582","040131109022","aBYuw1pvpSHpfYTJVhEfHg",4,808368,1955
"6583","040131109022","VtHKaOSOPhZqDGf85X1oiw",4.5,808368,1955
"6584","040131109022","iNvY0zAlaD_ye7Z6rHu-Ug",4,808368,1955
"6585","040131109022","7YPQDYBoeR7ThahECMGV4Q",4,808368,1955
"6586","040131109022","I4bSn5gXsHuSPu7L-d_8nQ",4,808368,1955
"6587","040131109022","kDIB6El4QVXx3dqdMYSCLg",4.5,808368,1955
"6588","040131109022","9qDmQHQMMlH_-t6lF8uHoA",5,808368,1955
"6589","040131109022","MJFQJCbA71OO7ugFY4cb4Q",4.5,808368,1955
"6590","040131109022","Ec16pSB80VFjjO-8cueB0A",4,808368,1955
"6591","040131109022","Xk3inJcuBGLhavUcdlINZA",4.5,808368,1955
"6592","040131109022","7p0OI2Ld46-EzJkRHGQEJQ",4.5,808368,1955
"6593","040131109022","4SEaQmnUIpqZXPyCmHZc1A",4.5,808368,1955
"6594","040131109022","VXivZOUYeKBFFab9JVHOSA",4,808368,1955
"6595","040131109022","4vZZjr6IZAk4riT0DB8MbQ",3.5,808368,1955
"6596","040131109022","0mtWVrzR4JXc4pIMZa0TTQ",5,808368,1955
"6597","040131109022","Cvd91e72OYGHrqW14HHPtw",5,808368,1955
"6598","040131109022","OA0FMNWuCcDSQJXLJTYbbw",3.5,808368,1955
"6599","040131109022","nDJ9Pbt0RF6iXLgVzGyC3Q",2,808368,1955
"6600","040131109022","pqnA2OyZelTuy46EV8VgEA",3,808368,1955
"6601","040131109022","RCT5joZdjoJfEJOh7__x8A",4.5,808368,1955
"6602","040131109022","Jg3COi2_fHG7urLHTKvP1g",3,808368,1955
"6603","040131109022","hzPO52uPWe9FfPuFd0mCGg",3,808368,1955
"6604","040131109022","5m1L5l_k2xFTZO3jttmVOg",4,808368,1955
"6605","040131109022","Mb46iSlA4qmTwXf-WrqtQA",4,808368,1955
"6606","040131109022","JOZqBKIOB8WEBAWm7v1JFA",4,808368,1955
"6607","040131109022","Qj2h9JA59E_J-ogfdjx7Lg",2.5,808368,1955
"6608","040131110001","FqzgT9Y-Yu7jiWdHnGW-kQ",4,180065,824
"6609","040131110001","BicQSnGZnY_yuGEDkhVfnA",3.5,180065,824
"6610","040131110001","WoFq0FJFMHAOZ_Cog2NTUw",1,180065,824
"6611","040131110002","MPziC5MO2QQiYVAMM3fdSw",3.5,462570,1138
"6612","040131110002","S8R5c7-plWe3NtmijYAJvg",3.5,462570,1138
"6613","040131110002","uHDNkUAsiH1etN_DmK0YTA",5,462570,1138
"6614","040131110002","pVnUE5EeIaIbjXzaH7sLyw",4,462570,1138
"6615","040131110002","P5S53mTS907bkym4kd7qFQ",5,462570,1138
"6616","040131110002","Cse5FvYuACIxljwaac2SZg",4,462570,1138
"6617","040131110002","iYj4QlA3Of2WHTtyYGTodw",4.5,462570,1138
"6618","040131110002","u8nJN_BTTcA_-2pWFYlbbA",5,462570,1138
"6619","040131110002","cWzUgQlLgStA1GfEhbDIKA",4.5,462570,1138
"6620","040131110003","#NAME?",2.5,645252,1071
"6621","040131110003","pkUj-lZb5ZEzLBw87-pOew",3.5,645252,1071
"6622","040131110003","T-FM14EE1tt-94eONQEaVA",2.5,645252,1071
"6623","040131110003","cgVDVG8Jna6pjNmoXM25fw",3.5,645252,1071
"6624","040131110003","PslSrdROrxRbSAPH2eHemQ",2,645252,1071
"6625","040131110003","z5rbKDh_tM4ukP-leSU15Q",5,645252,1071
"6626","040131110003","TBTaMIaeDw5B79hXDZBtrA",3.5,645252,1071
"6627","040131110003","qj4Y19aeZc8KOEYv6jMQ5g",2.5,645252,1071
"6628","040131110003","suUFgdhYzKqmAXNHUfSuqA",3,645252,1071
"6629","040131110003","T-AAN0CizEBOTtHinTuvrQ",3,645252,1071
